exp1,exp2,metric,t_stat,p_value,significant,effect_size
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_faithfulness,-7.627690987188225,1.2351043056434928e-11,True,1.2214080755741532
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_faithfulness,-7.479334748811758,1.0164191344020412e-10,True,1.1976520650174618
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_faithfulness,-7.479334748811758,1.0164191344020412e-10,True,1.1976520650174618
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_faithfulness,-7.026745222393823,2.413670396082965e-10,True,1.1251797397206396
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_faithfulness,-6.992363001861649,2.8884617896430073e-10,True,1.119674178223103
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,6.793792725462102,2.0373344048944622e-09,True,1.0878774864626775
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,6.793792725462102,2.0373344048944622e-09,True,1.0878774864626775
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,6.565134168559677,5.4680453011860845e-09,True,1.0512628138941569
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,6.565134168559677,5.4680453011860845e-09,True,1.0512628138941569
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,6.538281383489349,6.137052045436288e-09,True,1.0469629269963203
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,6.538281383489349,6.137052045436288e-09,True,1.0469629269963203
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,6.421413629015645,1.0128048902764165e-08,True,1.0282491092330999
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,6.421413629015645,1.0128048902764165e-08,True,1.0282491092330999
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,-6.298986658102201,1.707412547838809e-08,True,1.008645104404781
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_faithfulness,6.298986658102201,1.707412547838809e-08,True,1.008645104404781
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,ragas_context_relevance,-6.122248799730368,3.6108341984605545e-08,True,0.9803443974362342
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,ragas_context_relevance,-6.122248799730368,3.6108341984605545e-08,True,0.9803443974362342
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,ragas_context_relevance,-5.976952578591351,6.65166575247785e-08,True,0.957078381790388
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,ragas_context_relevance,-5.976952578591351,6.65166575247785e-08,True,0.957078381790388
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_context_relevance,-5.828327396843629,1.236569299241024e-07,True,0.9332793058281799
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_context_relevance,-5.828327396843629,1.236569299241024e-07,True,0.9332793058281799
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,-5.807691632756944,1.3471910815940027e-07,True,0.9299749390226214
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,-5.807691632756944,1.3471910815940027e-07,True,0.9299749390226214
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_context_relevance,-5.731466961449706,1.8470809787995516e-07,True,0.9177692231317938
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_context_relevance,-5.731466961449706,1.8470809787995516e-07,True,0.9177692231317938
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_context_relevance,5.020893863844234,3.238198553761686e-06,True,0.8039864648686678
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_context_relevance,-5.020893863844234,3.238198553761686e-06,True,0.8039864648686678
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,deepeval_geval,5.007879038480989,1.5775914805654751e-06,True,0.8019024249111556
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_context_relevance,-4.96570895056932,4.018000173972574e-06,True,0.7951498065880621
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_context_relevance,-4.96570895056932,4.018000173972574e-06,True,0.7951498065880621
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,deepeval_geval,-4.964511909447029,1.967422544178894e-06,True,0.7949581266031206
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,4.86914980628075,3.016107632802644e-06,True,0.7796879690801342
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,deepeval_geval,4.676802561558998,6.697004292082554e-06,True,0.7488877598933448
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,deepeval_geval,4.63979326005655,7.845611613478867e-06,True,0.7429615287701417
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,deepeval_geval,-4.624265477460229,8.565421968124476e-06,True,0.7404750936103062
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,deepeval_geval,4.310513902646459,3.056914419231387e-05,True,0.6902346331819386
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,4.242859316828613,3.796680397888412e-05,True,0.6794012292584791
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,4.1898159969954465,4.697934867276649e-05,True,0.6709075003819013
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,deepeval_geval,-3.8536649356649,0.0001740200651696535,True,0.6170802515314202
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,3.814312043886359,0.0001973548407577288,True,0.610778745624031
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,deepeval_geval,3.7693637831911118,0.0002368488036578453,True,0.6035812636221515
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,3.7503085471650968,0.0002572385239490267,True,0.6005299838569854
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,deepeval_geval,3.593559824323982,0.0004457341925603719,True,0.5754301002571325
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,deepeval_geval,-3.5491546064580968,0.0005231307502480298,True,0.5683195747009556
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,deepeval_geval,3.4682860602154415,0.0006910396367681169,True,0.5553702436902179
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,3.360744789663475,0.0009803116010522618,True,0.5381498585788782
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,3.308466686113171,0.001175602860061345,True,0.5297786623729368
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,deepeval_geval,3.294502765338898,0.0012426953673506287,True,0.527542645519472
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,3.2795892888345417,0.0012861432084159002,True,0.5251545780600139
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,3.209365481575942,0.0016346001413890601,True,0.5139097694505299
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,3.0559470713747467,0.0026471811396927016,True,0.48934316266530103
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_faithfulness,-3.055782338393193,0.0026847605626675332,True,0.48931678427709396
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,2.913682673339636,0.004104203594654777,True,0.46656262725574665
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,2.910205079963225,0.0041480199646029055,True,0.4660057666486971
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,ragas_faithfulness,-2.8701210823327825,0.004716399339759642,True,0.45958719011100696
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,2.819215229958419,0.005447385478935285,True,0.45143572995242576
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,ragas_answer_accuracy,2.7010395239641056,0.0077072193032415295,True,0.43251247232694356
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_answer_accuracy,-2.636997855642532,0.00928466479894491,True,0.4280351949240762
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_faithfulness,2.6606170086313927,0.008641556294660629,True,0.42603968957455846
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,2.613739890735526,0.009844335496143898,True,0.4185333432301899
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,ragas_faithfulness,-2.537056683756534,0.012213631259244951,True,0.40625420286879044
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,ragas_faithfulness,2.3699525789323124,0.01905576092016157,True,0.37949613107003627
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_response_relevancy,2.2143725882160306,0.028584111243263034,True,0.35458339438762543
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,ragas_faithfulness,-2.163837375207415,0.032086306646104894,True,0.346491284026409
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,ragas_answer_accuracy,-2.1378875777207615,0.034154563723031696,True,0.3423359908632553
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,-2.1371642933224235,0.034276845690359985,True,0.3422201726678734
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,bertscore_evaluator,2.035176411665674,0.04519422298853602,True,0.3258890414676863
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,deepeval_geval,2.0225650065325866,0.04484992192714984,True,0.3238696004468371
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,ragas_faithfulness,2.018300516843068,0.0452982987793836,True,0.32318673558593364
